publisher	year	university	total	cost
Cambridge University Press	2014	Royal Academy of Music	5627.8	617.39
Cambridge University Press	2014	Royal Agricultural University	415345.57	4326.47
Cambridge University Press	2014	Royal College of Art	85.0	0.0
Cambridge University Press	2014	Royal Conservatoire of Scotland	9233.6	448.78
Cambridge University Press	2014	Royal Holloway, University of London	2960970.13	24690.0
Cambridge University Press	2014	Royal Northern College of Music	15224.59	1001.25
Cambridge University Press	2014	Royal Veterinary College	775736.48	4103.1
Cambridge University Press	2014	University of Salford	3537197.04	10970.41
Cambridge University Press	2014	School of Oriental and African Studies	576069.02	35932.99
Cambridge University Press	2014	University of Sheffield	6940793.26	35088.14
Cambridge University Press	2014	Sheffield Hallam University	195223.79	0.0
Cambridge University Press	2014	University of South Wales	2323217.0	9923.0
Cambridge University Press	2014	Southampton Solent University	11408.73	0.0
Cambridge University Press	2014	Staffordshire University	461593.19	164.0
Cambridge University Press	2014	University of St Andrews	4305431.33	26379.76
Cambridge University Press	2014	St George's University of London	1167653.0	5435.0
Cambridge University Press	2014	University of St Mark and St John	334849.43	2282.0
Cambridge University Press	2014	St Mary's University College	406151.0	4107.0
Cambridge University Press	2014	University of Stirling	2486292.0	10922.0
Cambridge University Press	2014	University of Strathclyde	6801071.0	15556.0
Cambridge University Press	2014	University of Surrey	2755964.18	0.0
Cambridge University Press	2014	University of Sussex	4996376.0	39798.0
Cambridge University Press	2014	Swansea University	4396602.29	21972.08
Cambridge University Press	2014	Teesside University	2045929.34	4023.16
Cambridge University Press	2014	Trinity Laban	17259.83	1004.4
Cambridge University Press	2014	UCL	13902388.29	43693.17
Cambridge University Press	2014	University College Birmingham	649103.0	2482.0
Cambridge University Press	2014	University for the Creative Arts	11504.43	0.0
Cambridge University Press	2014	University of the Arts London	60727.16	778.08
Cambridge University Press	2014	University of the Highlands and Islands	138183.52	9273.8
Cambridge University Press	2014	University of the West of England	3409003.0	26304.0
Cambridge University Press	2014	University of the West of Scotland	1217004.0	4680.0
Cambridge University Press	2014	University of Ulster	5988170.68	22131.11
Cambridge University Press	2014	University of Wales Trinity St David	840554.0	9044.0
Cambridge University Press	2014	University of Warwick	8166941.54	41153.38
Cambridge University Press	2014	University of West London	61817.41	0.0
Cambridge University Press	2014	University of Westminster	2397389.0	11754.0
Cambridge University Press	2014	University of Winchester	953812.42	8371.03
Cambridge University Press	2014	University of Wolverhampton	45711.0	241.0
Cambridge University Press	2014	University of Worcester	77102.31	2567.47
Cambridge University Press	2014	University of York	6142532.23	34690.0
Cambridge University Press	2014	York St John University	769711.0	4657.0
Nature Publishing Group	2010	University of Aberdeen	7799674.85	61915.0
Nature Publishing Group	2010	Bangor University	3733773.28	15403.0
Nature Publishing Group	2010	University of Bath	6288549.33	63181.0
Nature Publishing Group	2010	University of Bedfordshire	1509432.31	6677.0
Nature Publishing Group	2010	University of Birmingham	10094024.95	79648.0
Nature Publishing Group	2010	Birmingham City University	559587.33	0.0
Nature Publishing Group	2010	Bishop Grosseteste University	207036.0	0.0
Nature Publishing Group	2010	University of Bolton	987137.28	1590.0
Nature Publishing Group	2010	University of Bristol	11127190.09	79483.0
Nature Publishing Group	2010	University of Cambridge	13893689.05	123517.0
Nature Publishing Group	2010	Cardiff University	9426730.95	97699.0
Nature Publishing Group	2010	University of Chichester	253687.69	0.0
Nature Publishing Group	2010	Cranfield University	2677876.22	14424.0
Nature Publishing Group	2010	University of Derby	987335.2	1584.0
Nature Publishing Group	2010	University of Dundee	4727771.51	37626.0
Nature Publishing Group	2010	Durham University	6648315.01	48194.0
Nature Publishing Group	2010	University of East Anglia	5242999.3	47241.0
Nature Publishing Group	2010	Edinburgh Napier University	1771566.26	5241.0
Nature Publishing Group	2010	Falmouth University	160054.73	0.0
Nature Publishing Group	2010	University of Glasgow	9830218.57	100651.0
Nature Publishing Group	2010	Glasgow Caledonian University	2819814.47	15094.0
Nature Publishing Group	2010	University of Hull	3661245.7	33961.0
Nature Publishing Group	2010	Imperial College London	10428867.31	111887.0
Nature Publishing Group	2010	Kingston University	2156783.52	5514.0
Nature Publishing Group	2010	Leeds College of Art	5225.71	0.0
Nature Publishing Group	2010	Leeds Beckett University (formerly Leeds Metropolitan University)	1918749.01	5562.0
Nature Publishing Group	2010	Leeds Trinity University	198823.37	0.0
Nature Publishing Group	2010	University of Leicester	2673998.0	11549.0
Nature Publishing Group	2010	Liverpool Hope University	719020.2	0.0
Nature Publishing Group	2010	Liverpool John Moores University	3239133.95	17490.0
Nature Publishing Group	2010	London Metropolitan University	1372380.0	16290.0
Nature Publishing Group	2010	London School of Economics	3485289.37	3066.0
Nature Publishing Group	2010	Loughborough University	4639685.0	20339.0
Nature Publishing Group	2010	Middlesex University	895042.03	0.0
Nature Publishing Group	2010	University of Northampton	1041589.08	3427.0
Nature Publishing Group	2010	Northumbria University	3281470.42	3053.0
Nature Publishing Group	2010	University of Nottingham	11950364.55	80361.0
Nature Publishing Group	2010	University of Portsmouth	2873573.37	45265.0
Nature Publishing Group	2010	Queen Mary, University of London	5486850.39	58200.0
Nature Publishing Group	2010	Queen's University Belfast	8889564.83	79854.0
Nature Publishing Group	2010	Ravensbourne	4183.14	0.0
Nature Publishing Group	2010	Royal Academy of Music	5627.8	0.0
Nature Publishing Group	2010	Royal Agricultural University	415345.57	3375.0
Nature Publishing Group	2010	Royal College of Art	85.0	0.0
Nature Publishing Group	2010	Royal Northern College of Music	15224.59	0.0
Nature Publishing Group	2010	Royal Veterinary College	775736.48	25421.0
Nature Publishing Group	2010	Staffordshire University	461593.19	0.0
Nature Publishing Group	2010	Stranmillis Universiity College	0.0	0.0
Nature Publishing Group	2010	University of St Mark and St John	334849.43	0.0
Nature Publishing Group	2010	St Mary's University College	406151.0	628.0
Nature Publishing Group	2010	University of Strathclyde	6801071.0	31365.0
Nature Publishing Group	2010	University of Surrey	2755964.18	14846.0
Nature Publishing Group	2010	University of Sussex	4996376.0	72782.0
Nature Publishing Group	2010	Swansea University	4396602.29	21173.0
Nature Publishing Group	2010	Trinity Laban	17259.83	0.0
Nature Publishing Group	2010	UCL	13902388.29	31092.0
Nature Publishing Group	2010	University College Birmingham	649103.0	0.0
Nature Publishing Group	2010	University for the Creative Arts	11504.43	0.0
Nature Publishing Group	2010	University of the West of Scotland	1217004.0	6094.0
Nature Publishing Group	2010	University of Wales Trinity St David	840554.0	0.0
Nature Publishing Group	2010	University of Winchester	953812.42	0.0
Nature Publishing Group	2010	Writtle College	0.0	0.0
Nature Publishing Group	2010	University of York	6142532.23	110405.0
Nature Publishing Group	2010	York St John University	769711.0	0.0
Nature Publishing Group	2011	University of Aberdeen	7799674.85	63429.0
Nature Publishing Group	2011	Bangor University	3733773.28	16420.0
Nature Publishing Group	2011	University of Bath	6288549.33	64546.0
Nature Publishing Group	2011	University of Bedfordshire	1509432.31	4456.0
Nature Publishing Group	2011	University of Birmingham	10094024.95	91740.0
Nature Publishing Group	2011	Birmingham City University	559587.33	0.0
Nature Publishing Group	2011	Bishop Grosseteste University	207036.0	0.0
Nature Publishing Group	2011	University of Bolton	987137.28	1648.0
Nature Publishing Group	2011	University of Brighton	1997605.41	3762.0
Nature Publishing Group	2011	University of Bristol	11127190.09	82756.0
Nature Publishing Group	2011	University of Cambridge	13893689.05	133936.0
Nature Publishing Group	2011	Cardiff University	9426730.95	129774.0
Nature Publishing Group	2011	Cardiff Metropolitan University	1272353.2	14325.0
Nature Publishing Group	2011	University of Chichester	253687.69	0.0
Nature Publishing Group	2011	Cranfield University	2677876.22	14292.0
Nature Publishing Group	2011	University of Derby	987335.2	1688.0
Nature Publishing Group	2011	University of Dundee	4727771.51	57320.0
Nature Publishing Group	2011	Durham University	6648315.01	54620.0
Nature Publishing Group	2011	University of East Anglia	5242999.3	54030.0
Nature Publishing Group	2011	Edinburgh Napier University	1771566.26	5883.0
Nature Publishing Group	2011	Falmouth University	160054.73	0.0
Nature Publishing Group	2011	University of Glasgow	9830218.57	109324.0
Nature Publishing Group	2011	Glasgow Caledonian University	2819814.47	15985.0
Nature Publishing Group	2011	University of Hull	3661245.7	37235.0
Nature Publishing Group	2011	Imperial College London	10428867.31	116518.0
Nature Publishing Group	2011	Kingston University	2156783.52	5866.0
Nature Publishing Group	2011	Leeds College of Art	5225.71	0.0
Nature Publishing Group	2011	Leeds Beckett University (formerly Leeds Metropolitan University)	1918749.01	5989.0
Nature Publishing Group	2011	Leeds Trinity University	198823.37	0.0
Nature Publishing Group	2011	University of Leicester	2673998.0	56646.0
Nature Publishing Group	2011	Liverpool Hope University	719020.2	0.0
Nature Publishing Group	2011	Liverpool John Moores University	3239133.95	20900.0
Nature Publishing Group	2011	London Metropolitan University	1372380.0	17512.0
Nature Publishing Group	2011	London School of Economics	3485289.37	6672.0
Nature Publishing Group	2011	Loughborough University	4639685.0	24038.0
Nature Publishing Group	2011	Middlesex University	895042.03	0.0
Nature Publishing Group	2011	University of Northampton	1041589.08	3781.0
Nature Publishing Group	2011	Northumbria University	3281470.42	3223.0
Nature Publishing Group	2011	University of Nottingham	11950364.55	102945.0
Nature Publishing Group	2011	University of Portsmouth	2873573.37	40902.0
Nature Publishing Group	2011	Queen Mary, University of London	5486850.39	66670.0
Nature Publishing Group	2011	Queen's University Belfast	8889564.83	85405.0
Nature Publishing Group	2011	Ravensbourne	4183.14	0.0
Nature Publishing Group	2011	Royal Academy of Music	5627.8	0.0
Nature Publishing Group	2011	Royal Agricultural University	415345.57	3737.0
Nature Publishing Group	2011	Royal College of Art	85.0	0.0
Nature Publishing Group	2011	Royal Northern College of Music	15224.59	0.0
Nature Publishing Group	2011	Royal Veterinary College	775736.48	29969.0
Nature Publishing Group	2011	Staffordshire University	461593.19	0.0
Nature Publishing Group	2011	Stranmillis Universiity College	0.0	0.0
Nature Publishing Group	2011	University of St Mark and St John	334849.43	0.0
Nature Publishing Group	2011	St Mary's University College	406151.0	685.0
Nature Publishing Group	2011	University of Strathclyde	6801071.0	48609.0
Nature Publishing Group	2011	University of Surrey	2755964.18	12140.0
Nature Publishing Group	2011	University of Sussex	4996376.0	63398.0
Nature Publishing Group	2011	Swansea University	4396602.29	22598.0
Nature Publishing Group	2011	Trinity Laban	17259.83	0.0
Nature Publishing Group	2011	UCL	13902388.29	33487.0
Nature Publishing Group	2011	University College Birmingham	649103.0	0.0
Nature Publishing Group	2011	University for the Creative Arts	11504.43	0.0
Nature Publishing Group	2011	University of the West of Scotland	1217004.0	4460.0
Nature Publishing Group	2011	University of Wales Trinity St David	840554.0	685.0
Nature Publishing Group	2011	University of West London	61817.41	537.0
Nature Publishing Group	2011	University of Winchester	953812.42	0.0
Nature Publishing Group	2011	Writtle College	0.0	0.0
Nature Publishing Group	2011	University of York	6142532.23	85690.0
Nature Publishing Group	2011	York St John University	769711.0	0.0
Nature Publishing Group	2012	University of Aberdeen	7799674.85	68435.0
Nature Publishing Group	2012	Bangor University	3733773.28	17752.0
Nature Publishing Group	2012	University of Bath	6288549.33	68648.0
Nature Publishing Group	2012	University of Bedfordshire	1509432.31	4485.0
Nature Publishing Group	2012	University of Birmingham	10094024.95	99914.0
Nature Publishing Group	2012	Birmingham City University	559587.33	0.0
Nature Publishing Group	2012	Bishop Grosseteste University	207036.0	0.0
Nature Publishing Group	2012	University of Bolton	987137.28	1796.0
Nature Publishing Group	2012	University of Brighton	1997605.41	10498.0
Nature Publishing Group	2012	University of Bristol	11127190.09	86834.0
Nature Publishing Group	2012	University of Cambridge	13893689.05	146303.0
Nature Publishing Group	2012	Cardiff University	9426730.95	117269.0
Nature Publishing Group	2012	Cardiff Metropolitan University	1272353.2	20434.0
Nature Publishing Group	2012	University of Chichester	253687.69	0.0
Nature Publishing Group	2012	Cranfield University	2677876.22	15517.0
Nature Publishing Group	2012	University of Derby	987335.2	1843.0
Nature Publishing Group	2012	University of Dundee	4727771.51	59293.0
Nature Publishing Group	2012	Durham University	6648315.01	54734.0
Nature Publishing Group	2012	University of East Anglia	5242999.3	71504.0
Nature Publishing Group	2012	Edinburgh Napier University	1771566.26	6413.0
Nature Publishing Group	2012	Falmouth University	160054.73	0.0
Nature Publishing Group	2012	University of Glasgow	9830218.57	120103.0
Nature Publishing Group	2012	Glasgow Caledonian University	2819814.47	17263.0
Nature Publishing Group	2012	University of Hull	3661245.7	46647.0
Nature Publishing Group	2012	Imperial College London	10428867.31	121846.0
Nature Publishing Group	2012	Kingston University	2156783.52	6381.0
Nature Publishing Group	2012	Leeds College of Art	5225.71	0.0
Nature Publishing Group	2012	Leeds Beckett University (formerly Leeds Metropolitan University)	1918749.01	5894.0
Nature Publishing Group	2012	Leeds Trinity University	198823.37	0.0
Nature Publishing Group	2012	University of Leicester	2673998.0	46890.0
Nature Publishing Group	2012	Liverpool Hope University	719020.2	0.0
Nature Publishing Group	2012	Liverpool John Moores University	3239133.95	152858.0
Nature Publishing Group	2012	London Metropolitan University	1372380.0	21412.0
Nature Publishing Group	2012	London School of Economics	3485289.37	6935.0
Nature Publishing Group	2012	Loughborough University	4639685.0	32221.0
Nature Publishing Group	2012	Middlesex University	895042.03	0.0
Nature Publishing Group	2012	University of Northampton	1041589.08	4155.0
Nature Publishing Group	2012	Northumbria University	3281470.42	7100.0
Nature Publishing Group	2012	University of Nottingham	11950364.55	111226.0
Nature Publishing Group	2012	Nottingham Trent University	1874541.82	34944.0
Nature Publishing Group	2012	University of Portsmouth	2873573.37	43784.0
Nature Publishing Group	2012	Queen Mary, University of London	5486850.39	69983.0
Nature Publishing Group	2012	Queen's University Belfast	8889564.83	93291.0
Nature Publishing Group	2012	Ravensbourne	4183.14	0.0
Nature Publishing Group	2012	Royal Academy of Music	5627.8	0.0
Nature Publishing Group	2012	Royal Agricultural University	415345.57	4059.0
Nature Publishing Group	2012	Royal College of Art	85.0	0.0
Nature Publishing Group	2012	Royal Northern College of Music	15224.59	0.0
Nature Publishing Group	2012	Royal Veterinary College	775736.48	31930.0
Nature Publishing Group	2012	Staffordshire University	461593.19	0.0
Nature Publishing Group	2012	Stranmillis Universiity College	0.0	0.0
Nature Publishing Group	2012	University of St Mark and St John	334849.43	0.0
Nature Publishing Group	2012	St Mary's University College	406151.0	751.0
Nature Publishing Group	2012	University of Strathclyde	6801071.0	35703.0
Nature Publishing Group	2012	University of Surrey	2755964.18	7039.0
Nature Publishing Group	2012	University of Sussex	4996376.0	120363.0
Nature Publishing Group	2012	Swansea University	4396602.29	18785.0
Nature Publishing Group	2012	Trinity Laban	17259.83	0.0
Nature Publishing Group	2012	UCL	13902388.29	39894.0
Nature Publishing Group	2012	University College Birmingham	649103.0	0.0
Nature Publishing Group	2012	University for the Creative Arts	11504.43	0.0
Nature Publishing Group	2012	University of the West of Scotland	1217004.0	4772.0
Nature Publishing Group	2012	University of Wales Trinity St David	840554.0	745.0
Nature Publishing Group	2012	University of West London	61817.41	0.0
Nature Publishing Group	2012	University of Winchester	953812.42	0.0
Nature Publishing Group	2012	Writtle College	0.0	0.0
Nature Publishing Group	2012	University of York	6142532.23	82030.0
Nature Publishing Group	2012	York St John University	769711.0	0.0
Nature Publishing Group	2013	University of Aberdeen	7799674.85	73874.0
Nature Publishing Group	2013	Bangor University	3733773.28	20369.0
Nature Publishing Group	2013	University of Bath	6288549.33	70024.0
Nature Publishing Group	2013	University of Bedfordshire	1509432.31	2742.0
Nature Publishing Group	2013	University of Birmingham	10094024.95	103423.0
Nature Publishing Group	2013	Birmingham City University	559587.33	0.0
Nature Publishing Group	2013	Bishop Grosseteste University	207036.0	0.0
Nature Publishing Group	2013	University of Bolton	987137.28	1903.0
Nature Publishing Group	2013	University of Brighton	1997605.41	7858.0
Nature Publishing Group	2013	University of Bristol	11127190.09	105004.0
Nature Publishing Group	2013	University of Cambridge	13893689.05	150689.0
Nature Publishing Group	2013	Cardiff University	9426730.95	129219.0
Nature Publishing Group	2013	Cardiff Metropolitan University	1272353.2	21487.0
Nature Publishing Group	2013	University of Chichester	253687.69	0.0
Nature Publishing Group	2013	Cranfield University	2677876.22	13970.0
Nature Publishing Group	2013	University of Derby	987335.2	1942.0
Nature Publishing Group	2013	University of Dundee	4727771.51	64981.0
Nature Publishing Group	2013	Durham University	6648315.01	59525.0
Nature Publishing Group	2013	University of East Anglia	5242999.3	77402.0
Nature Publishing Group	2013	Edinburgh Napier University	1771566.26	6637.0
Nature Publishing Group	2013	University of Essex	1796512.34	36428.0
Nature Publishing Group	2013	Falmouth University	160054.73	0.0
Nature Publishing Group	2013	University of Glasgow	9830218.57	128045.0
Nature Publishing Group	2013	Glasgow Caledonian University	2819814.47	22992.0
Nature Publishing Group	2013	University of Hull	3661245.7	49119.0
Nature Publishing Group	2013	Imperial College London	10428867.31	125580.0
Nature Publishing Group	2013	Kingston University	2156783.52	6545.0
Nature Publishing Group	2013	Leeds College of Art	5225.71	0.0
Nature Publishing Group	2013	Leeds Beckett University (formerly Leeds Metropolitan University)	1918749.01	6417.0
Nature Publishing Group	2013	Leeds Trinity University	198823.37	0.0
Nature Publishing Group	2013	University of Leicester	2673998.0	24814.0
Nature Publishing Group	2013	Liverpool Hope University	719020.2	0.0
Nature Publishing Group	2013	Liverpool John Moores University	3239133.95	20862.0
Nature Publishing Group	2013	London Metropolitan University	1372380.0	24714.0
Nature Publishing Group	2013	London School of Economics	3485289.37	7151.0
Nature Publishing Group	2013	Loughborough University	4639685.0	34870.0
Nature Publishing Group	2013	Middlesex University	895042.03	0.0
Nature Publishing Group	2013	University of Northampton	1041589.08	4421.0
Nature Publishing Group	2013	Northumbria University	3281470.42	9943.0
Nature Publishing Group	2013	University of Nottingham	11950364.55	113112.0
Nature Publishing Group	2013	Nottingham Trent University	1874541.82	27115.0
Nature Publishing Group	2013	University of Portsmouth	2873573.37	42627.0
Nature Publishing Group	2013	Queen Mary, University of London	5486850.39	69086.0
Nature Publishing Group	2013	Queen's University Belfast	8889564.83	106634.0
Nature Publishing Group	2013	Ravensbourne	4183.14	0.0
Nature Publishing Group	2013	Royal Academy of Music	5627.8	0.0
Nature Publishing Group	2013	Royal Agricultural University	415345.57	4322.0
Nature Publishing Group	2013	Royal College of Art	85.0	0.0
Nature Publishing Group	2013	Royal Northern College of Music	15224.59	0.0
Nature Publishing Group	2013	Royal Veterinary College	775736.48	33573.0
Nature Publishing Group	2013	Staffordshire University	461593.19	0.0
Nature Publishing Group	2013	Stranmillis Universiity College	0.0	0.0
Nature Publishing Group	2013	University of St Mark and St John	334849.43	0.0
Nature Publishing Group	2013	St Mary's University College	406151.0	795.0
Nature Publishing Group	2013	University of Strathclyde	6801071.0	41725.0
Nature Publishing Group	2013	University of Surrey	2755964.18	13913.0
Nature Publishing Group	2013	University of Sussex	4996376.0	75937.0
Nature Publishing Group	2013	Swansea University	4396602.29	29953.0
Nature Publishing Group	2013	Trinity Laban	17259.83	0.0
Nature Publishing Group	2013	UCL	13902388.29	185359.0
Nature Publishing Group	2013	University College Birmingham	649103.0	0.0
Nature Publishing Group	2013	University for the Creative Arts	11504.43	0.0
Nature Publishing Group	2013	University of the West of Scotland	1217004.0	5057.0
Nature Publishing Group	2013	University of Wales Trinity St David	840554.0	837.0
Nature Publishing Group	2013	University of West London	61817.41	0.0
Nature Publishing Group	2013	University of Winchester	953812.42	0.0
Nature Publishing Group	2013	Writtle College	0.0	0.0
Nature Publishing Group	2013	University of York	6142532.23	88945.0
Nature Publishing Group	2013	York St John University	769711.0	0.0
Nature Publishing Group	2014	University of Aberdeen	7799674.85	73912.0
Nature Publishing Group	2014	Bangor University	3733773.28	23751.0
Nature Publishing Group	2014	University of Bath	6288549.33	79029.0
Nature Publishing Group	2014	University of Bedfordshire	1509432.31	3068.0
Nature Publishing Group	2014	University of Birmingham	10094024.95	104389.0
Nature Publishing Group	2014	Birmingham City University	559587.33	0.0
Nature Publishing Group	2014	Bishop Grosseteste University	207036.0	0.0
Nature Publishing Group	2014	University of Bolton	987137.28	2083.0
Nature Publishing Group	2014	University of Brighton	1997605.41	8280.0
Nature Publishing Group	2014	University of Bristol	11127190.09	119243.0
Nature Publishing Group	2014	University of Cambridge	13893689.05	152302.0
Nature Publishing Group	2014	Cardiff University	9426730.95	135584.0
Nature Publishing Group	2014	Cardiff Metropolitan University	1272353.2	27077.0
Nature Publishing Group	2014	University of Chichester	253687.69	0.0
Nature Publishing Group	2014	Cranfield University	2677876.22	6840.0
Nature Publishing Group	2014	University of Derby	987335.2	2078.0
Nature Publishing Group	2014	University of Dundee	4727771.51	69605.0
Nature Publishing Group	2014	Durham University	6648315.01	61726.0
Nature Publishing Group	2014	University of East Anglia	5242999.3	87036.0
Nature Publishing Group	2014	Edinburgh Napier University	1771566.26	7049.0
Nature Publishing Group	2014	University of Essex	1796512.34	43916.0
Nature Publishing Group	2014	Falmouth University	160054.73	0.0
Nature Publishing Group	2014	University of Glasgow	9830218.57	130303.0
Nature Publishing Group	2014	Glasgow Caledonian University	2819814.47	20989.0
Nature Publishing Group	2014	University of Hull	3661245.7	47010.0
Nature Publishing Group	2014	Imperial College London	10428867.31	128975.0
Nature Publishing Group	2014	Kingston University	2156783.52	14657.0
Nature Publishing Group	2014	Leeds College of Art	5225.71	0.0
Nature Publishing Group	2014	Leeds Beckett University (formerly Leeds Metropolitan University)	1918749.01	4077.0
Nature Publishing Group	2014	Leeds Trinity University	198823.37	0.0
Nature Publishing Group	2014	University of Leicester	2673998.0	11691.0
Nature Publishing Group	2014	Liverpool Hope University	719020.2	0.0
Nature Publishing Group	2014	Liverpool John Moores University	3239133.95	21919.0
Nature Publishing Group	2014	London Metropolitan University	1372380.0	26064.0
Nature Publishing Group	2014	London School of Economics	3485289.37	7445.0
Nature Publishing Group	2014	Loughborough University	4639685.0	38389.0
Nature Publishing Group	2014	Middlesex University	895042.03	0.0
Nature Publishing Group	2014	University of Northampton	1041589.08	4675.0
Nature Publishing Group	2014	Northumbria University	3281470.42	45190.0
Nature Publishing Group	2014	University of Nottingham	11950364.55	114771.0
Nature Publishing Group	2014	Nottingham Trent University	1874541.82	25782.0
Nature Publishing Group	2014	University of Portsmouth	2873573.37	47155.0
Nature Publishing Group	2014	Queen Mary, University of London	5486850.39	83520.0
Nature Publishing Group	2014	Queen's University Belfast	8889564.83	103444.0
Nature Publishing Group	2014	Ravensbourne	4183.14	0.0
Nature Publishing Group	2014	Royal Academy of Music	5627.8	0.0
Nature Publishing Group	2014	Royal Agricultural University	415345.57	4599.0
Nature Publishing Group	2014	Royal College of Art	85.0	0.0
Nature Publishing Group	2014	Royal Northern College of Music	15224.59	0.0
Nature Publishing Group	2014	Royal Veterinary College	775736.48	33430.0
Nature Publishing Group	2014	Staffordshire University	461593.19	0.0
Nature Publishing Group	2014	Stranmillis Universiity College	0.0	0.0
Nature Publishing Group	2014	University of St Mark and St John	334849.43	0.0
Nature Publishing Group	2014	St Mary's University College	406151.0	844.0
Nature Publishing Group	2014	University of Strathclyde	6801071.0	44529.0
Nature Publishing Group	2014	University of Surrey	2755964.18	2542.0
Nature Publishing Group	2014	University of Sussex	4996376.0	79711.0
Nature Publishing Group	2014	Swansea University	4396602.29	33371.0
Nature Publishing Group	2014	Trinity Laban	17259.83	0.0
Nature Publishing Group	2014	UCL	13902388.29	110718.0
Nature Publishing Group	2014	University College Birmingham	649103.0	0.0
Nature Publishing Group	2014	University for the Creative Arts	11504.43	0.0
Nature Publishing Group	2014	University of the West of Scotland	1217004.0	5373.0
Nature Publishing Group	2014	University of Wales Trinity St David	840554.0	965.0
Nature Publishing Group	2014	University of West London	61817.41	0.0
Nature Publishing Group	2014	University of Winchester	953812.42	0.0
Nature Publishing Group	2014	Writtle College	0.0	0.0
Nature Publishing Group	2014	University of York	6142532.23	85885.0
Nature Publishing Group	2014	York St John University	769711.0	0.0
Royal Society of Chemistry	2010	University of Aberdeen	7799674.85	19183.0
Royal Society of Chemistry	2010	Bangor University	3733773.28	11302.0
Royal Society of Chemistry	2010	University of Bath	6288549.33	19505.0
Royal Society of Chemistry	2010	Bath Spa University	53002.86	0.0
Royal Society of Chemistry	2010	University of Birmingham	10094024.95	20330.0
Royal Society of Chemistry	2010	Birmingham City University	559587.33	0.0
Royal Society of Chemistry	2010	Bishop Grosseteste University	207036.0	0.0
Royal Society of Chemistry	2010	University of Bolton	987137.28	263.0
Royal Society of Chemistry	2010	University of Bristol	11127190.09	28180.0
Royal Society of Chemistry	2010	University of Cambridge	13893689.05	20844.0
Royal Society of Chemistry	2010	Cardiff University	9426730.95	15864.0
Royal Society of Chemistry	2010	Cardiff Metropolitan University	1272353.2	0.0
Royal Society of Chemistry	2010	University of Chichester	253687.69	0.0
Royal Society of Chemistry	2010	Cranfield University	2677876.22	7533.0
Royal Society of Chemistry	2010	University of Derby	987335.2	0.0
Royal Society of Chemistry	2010	University of Dundee	4727771.51	5369.0
Royal Society of Chemistry	2010	Durham University	6648315.01	25474.0
Royal Society of Chemistry	2010	University of East Anglia	5242999.3	18219.0
Royal Society of Chemistry	2010	Edinburgh Napier University	1771566.26	0.0
Royal Society of Chemistry	2010	Falmouth University	160054.73	0.0
Royal Society of Chemistry	2010	University of Glasgow	9830218.57	17686.0
Royal Society of Chemistry	2010	Glasgow Caledonian University	2819814.47	20267.0
Royal Society of Chemistry	2010	University of Hull	3661245.7	20447.0
Royal Society of Chemistry	2010	Imperial College London	10428867.31	21490.0
Royal Society of Chemistry	2010	Kingston University	2156783.52	12606.0
Royal Society of Chemistry	2010	Leeds College of Art	5225.71	0.0
Royal Society of Chemistry	2010	Leeds Beckett University (formerly Leeds Metropolitan University)	1918749.01	0.0
Royal Society of Chemistry	2010	Leeds Trinity University	198823.37	0.0
Royal Society of Chemistry	2010	University of Leicester	2673998.0	0.0
Royal Society of Chemistry	2010	Liverpool Hope University	719020.2	0.0
Royal Society of Chemistry	2010	Liverpool John Moores University	3239133.95	11509.0
Royal Society of Chemistry	2010	London Metropolitan University	1372380.0	1423.0
Royal Society of Chemistry	2010	London School of Economics	3485289.37	0.0
Royal Society of Chemistry	2010	Loughborough University	4639685.0	20167.0
Royal Society of Chemistry	2010	Middlesex University	895042.03	0.0
Royal Society of Chemistry	2010	University of Northampton	1041589.08	0.0
Royal Society of Chemistry	2010	Northumbria University	3281470.42	18836.0
Royal Society of Chemistry	2010	University of Nottingham	11950364.55	19888.0
Royal Society of Chemistry	2010	University of Portsmouth	2873573.37	0.0
Royal Society of Chemistry	2010	Queen Mary, University of London	5486850.39	12606.0
Royal Society of Chemistry	2010	Queen's University Belfast	8889564.83	14232.0
Royal Society of Chemistry	2010	Ravensbourne	4183.14	0.0
Royal Society of Chemistry	2010	Royal Academy of Music	5627.8	0.0
Royal Society of Chemistry	2010	Royal Agricultural University	415345.57	0.0
Royal Society of Chemistry	2010	Royal College of Art	85.0	0.0
Royal Society of Chemistry	2010	Royal Northern College of Music	15224.59	0.0
Royal Society of Chemistry	2010	Staffordshire University	461593.19	0.0
Royal Society of Chemistry	2010	Stranmillis Universiity College	0.0	0.0
Royal Society of Chemistry	2010	University of St Mark and St John	334849.43	0.0
Royal Society of Chemistry	2010	St Mary's University College	406151.0	258.0
Royal Society of Chemistry	2010	University of Strathclyde	6801071.0	21090.0
Royal Society of Chemistry	2010	University of Surrey	2755964.18	0.0
Royal Society of Chemistry	2010	University of Sussex	4996376.0	17297.0
Royal Society of Chemistry	2010	Swansea University	4396602.29	13333.0
Royal Society of Chemistry	2010	Trinity Laban	17259.83	0.0
Royal Society of Chemistry	2010	UCL	13902388.29	3360.0
Royal Society of Chemistry	2010	University College Birmingham	649103.0	0.0
Royal Society of Chemistry	2010	University for the Creative Arts	11504.43	0.0
Royal Society of Chemistry	2010	University of the West of Scotland	1217004.0	2314.0
Royal Society of Chemistry	2010	University of Wales Trinity St David	840554.0	264.0
Royal Society of Chemistry	2010	University of Winchester	953812.42	0.0
